,product_title,star_rating,review_body
14,Apple iPhone 12 (128GB) - White,1,The media could not be loaded.                  Was out of country and have opened this iPhone which I have ordered in Jan yesterday only and have found that it was damaged from screen .How can I get a product replacement as return window has also got closed and have got a defected product .Pls help
15,Apple iPhone 12 (128GB) - White,5,"Its outstanding. I was using iphone 12 mini. Size wise this is better. This is amazing machine. Camera is great, performance is amazing, display is outstanding. Using iPhone 12 is some thing I never experienced before. This is fantastic device.RatingsSpeed - 5/5Display - 5/5Battery - 5/5Weight - 5/5Camera - 4.5/5You need a proper light for great photo. In low light sometime photo is quite dark but original.If you are new to apple eco system then you are going to experience something great. If you have already used apple devices then it will not disappoint you."
16,Apple iPhone 12 (128GB) - White,5,"Now it's almost more than 2 weeks of usage and I'm fully satisfied with the performance. Earlier I was using oneplus 6T and after malfunction of the screen, i decided to move to Iphone. Before buying i had done all the R&D. Many of reviews says that it has bad battery life and couldn't stand a day. But as per my usages my battery stays all day long. I used to make call (6 to 7 hours), video, music, surfing everything except game and battery last upto 24 hours with data mode on.In my opinion its worth buying."
17,Apple iPhone 12 (128GB) - White,5,Battery performance is disgusting. Camera is 4/5. Gaming amazing. Heat up so much. Everytime heating problem comes out. While charging or gaming....heat up so much.
18,Apple iPhone 12 (128GB) - White,5,"This is my first iPhone purchase , coming from oneplus 7 I don't have any regrets about the switch. Yes the switch was painful (especially because I lost all my whatsapp chats) but is worth it. comparing to oneplus 7, this phone has all features from it but in better form. My OP7 was smooth, fast had good battery camera,battery and  haptics. iPhone is just way smoother,fast and have great camera,battery and haptics. There is a slight learning curve. took 2 days to get used to gestures and navigations but is smooth sailing. the only negative feedback would be no charger in the box. You will have to get from apple.com if you want fast 20W one."
19,Apple iPhone 12 (128GB) - White,5,"Upgraded from an iPhone 7 32 gigs to iPhone 12 . After holding out for a long time the upgrade was worth it. All the feature set display, camera, speakers, signal reception, chipset is a huge upgrade. Recommended if you happen to have a device from 2016 or older. This device will be the new standard iPhone for the next 4 years. So worth it if you get it now."
20,Apple iPhone 12 (128GB) - White,1,The media could not be loaded.                  If you are planning to buy an iphone then please buy from stores only.I got a defective product and when I complain about it to amazon customer care and requested for replacement they simply deny to replace it.Don't waste your money.
21,Apple iPhone 12 (128GB) - White,5,"Since launch I am using iphone, previously I buy from show room, but now I living at a place there is no iPhone showroom available, so now  I buy it online from amazon, always there is risk of buying such costly thing online, but always amazon delivered original apple product to me,Now it’s near about 1 yrs from purchase of iPhone 12, there is no issue till date"
22,Apple iPhone 12 (128GB) - White,4,Worst for money
23,Apple iPhone 12 (128GB) - White,5,It’s a nice one under 50k (after discounts and exchange) as usual superb camera quality as its IOS and so do build quality. You need to activate esim from adhar based state and then can use it as secondary sim.
24,Apple iPhone 12 (128GB) - White,4,"The Best iphone i have used ,Camera is a beast, speakers are superb, display is unbelievable, and battery has never been better!But the touch response has been poor i am unable to type like i used to do on my iphone 7 or 8."
25,Apple iPhone 12 (128GB) - White,2,Minor dents on corners and scratches on main screen spending 80k to get this sucks. Dont recommend to buy especially from this seller.
26,Apple iPhone 12 (128GB) - White,1,"The product was getting overheated too soon while using apple apps like iMovie.Also got heated while chargingIf I have to buy an 80k phone and just make calls and messages... doesn't make sense..And Amazon would not replace it just like that they need a letter from Apple stating ""Service Denial"" so shuttling between Amazon and Apple after 2 days of purchase."
27,Apple iPhone 12 (128GB) - White,1,if u r selfi lover  i dont reccomend this
28,Apple iPhone 12 (128GB) - White,5,"Delivery boy ki aankhon mein viswas dikh jaata hai ki product real hai lelo bina khole ,so no open box delivery need…..phone is brilliant everything is fine…. Camera is blast….. shifting from iPhone first time but not facing any issue."
29,Apple iPhone 12 (128GB) - White,4,"I used to use an Android phone till 2014 and wanted to switch to iOS, so the same year I bought iPhone 6, It was good to have an iOS device and the performance and the cameras but those were sufficient only until next year when 6s launched. Though I was a fan of the iPhone 5 and 5s box design but couldn't buy them somehow. I wasn't and I'm not crazy about changing or upgrading phone every year so in 2015 I bought again iPhone 6s by having a thought that this phone has everything which I needed ever, except for box design. Now I was satisfied enough with this.As time goes on and years passed away many iPhone models came but I wasn't eager to buy any of them but when this year series 12 launched, that made me excited to buy because firstly I was technologically behind and secondly the nostalgic box design.Years ago, when I switched to iOS, I'm quite satisfied with it, I never thought and want to go back to Android.When it comes to iPhone 12, it's a great and beautiful device. Smooth performance, good battery life, overpriced of course but people always have the choice to buy it or not. Though face ID is new to me and initially little inconvenient compared to touch ID, hopefully, I'm gonna used to of it.I bought a 128 GB device as per my requirement and colour white because finger prints on back are not visible, compared to other darker colours.INR 3000₹ Discount on the colour white, plus 6000₹ HDFC instant discount. Effective price 76000₹. Unfortunately Charging Brick isn't included and it coasted 1900₹ more for 20W USB-C from Apple India website.Overall it's a great device and satisfied purchase but overpriced for sure."
30,Apple iPhone 12 (128GB) - White,2,"For some reason the phone is going blank suddenly, while using WhatsApp and other apps"
31,Apple iPhone 12 (128GB) - White,1,It’s used phone delivered to me
32,Apple iPhone 12 (128GB) - White,1,"In description it has iPhone 12 with 6.1 inch display, but actually received is iPhone 12 mini, it's total fraud with customers"
33,Apple iPhone 12 (128GB) - White,5,"While the iPhone 11 is an amazing device, without doubt, yet it has an IPS display. Older iPhone X and iPhone XS had OLED displays. Apple returned to OLED again with iPhone 12, although the refresh rate is at 60Hz. For those, who have not used devices with 90Hz or 120Hz, you would not notice any differences. Moving from an older iPhone with IPS display to iPhone 12, and you would immediately notice the crisp blacks. Battery size physically is less than the iPhone 11, yet Apple tweaks the A14 Bionic coupled with the iOS, which easily stretches the charge for 10-12hrs. on regular usage. Those heavily into web browsing, gaming etc. may not have such a long run with a single charge, yet it is capable enough for a pretty long day, without the need to plug in to the outlet. Oh, and yes, iPhone 12 comes with a USB-C to Lightning cable, but no charger. You will need to get a USB-C charger separately, either from Apple or other brands. Else, you can use your Qi charger, if you have one already.iPhone 12 also has a more boxy look, a throwback to the iconic iPhone 4 days. Overall, as with any Apple phone, it is an amazing device, if you use your smartphone for all the regular usage like apps, gaming, web browsing. And yes, it can send messages. Oh, forgot, it can make and receive calls too, quite well!"
34,Apple iPhone 12 (128GB) - White,4,"Pros- decent camera, display is amazing, phone is compact and handy.Cons- battery is not upto the mark, phone heats up when multitasking"
35,Apple iPhone 12 (128GB) - White,5,In this amazon great indian festival ever price love it
36,Apple iPhone 12 (128GB) - White,5,"I was initially very much afraid to buy apple phone because I never liked ios or apple ecosystem, but when I used this it was just awesome!You cannot compete the smoothness with any other device.My thoughts/ rating:-Camera : Good but selfie cam is not upto the markUI : user friendly and easy once you get to know itPerformance : UnbeatableAudio : Best… its like surround sound system!Fit and finish : The best!If you agree with my views please hit the Like button below ! Thanks!"
37,Apple iPhone 12 (128GB) - White,5,Bought this phone after along comparison with S21 plus.why i bought Iphone 12 -1. 6'1 inch screen is good compare to foot long 6.7 flagship now days.2. display quality is superb.3. got on a discounted rate.4. working on Apple eco system as i already have i pad mini for gaming and multi media purpose.5. look classy.6. light weight.7. Impressive screen on time.battery life is impressive didnt expect it to last this long . easy work for 2 days.although its bit expensive console yourself for getting good re sale value compare to android when it get old.
38,Apple iPhone 12 (128GB) - White,4,Amazing display.Battery life is good till now.Camera is good but not so great.Supports one physical sim and one e-sim.Performance and frame rate is very smooth.Very satisfied as of now.
39,Apple iPhone 12 (128GB) - White,2,Has only single sim slot
40,Apple iPhone 12 (128GB) - White,5,Well i dont have to say much because my phone is working perfect so i would just say go for it if you really think you can buy this phone. Dont worry its worth having it. Its been almost 1 month and i havent face any issue even battery backup is fine for me.
41,Apple iPhone 12 (128GB) - White,3,My phone power key not working after 20 days use ..now m helpless where m going for bacause amazon gives 10 day replacement only and iphone store so far from I’m lived
42,Apple iPhone 12 (128GB) - White,1,Do not buy this product from Amazon.if any issue occurs within 7 days Amazon do not replace this item as per written agreement in product description they ask you to connect to apple customer care and apple ask you to visit service centre.
43,Apple iPhone 12 (128GB) - White,5,The media could not be loaded.
44,Apple iPhone 12 (128GB) - White,5,Great phone. The battery improves after a few cycles
45,Apple iPhone 12 (128GB) - White,1,I received used iphone 12. Cover was open and screen guard affixed on it.
46,Apple iPhone 12 (128GB) - White,1,Please don't buy iphone from here .... It's not worthy...... I purchased an iPhone 12 and it gets heat so fast and battery is also not good...... They are selling fraud items
47,Apple iPhone 12 (128GB) - White,1,iOS updates sucks
48,Apple iPhone 12 (128GB) - White,3,"I used both google and now iphone but google has a better echo system and importantly google has much better AI than the iPhone, of course iPhone has the best built."
49,Apple iPhone 12 (128GB) - White,3,"Battery is good, value for money is lite expensive and finally iphone E sim network is till not working properly,"
50,Apple iPhone 12 (128GB) - White,5,Iphone 12 is amazing. It’s so fast. It has 5G network  which is so fast. Design is soo good. Excellent pixels. Camera is good. Must go for it
51,Apple iPhone 12 (128GB) - White,5,best phone of 2020 for sure.combine it with the apple 20 w adapter and it will give 0 to 100 in less than 50 mins
52,Apple iPhone 12 (128GB) - White,4,-
53,Apple iPhone 12 (128GB) - White,4,-
54,Apple iPhone 12 (128GB) - White,4,Almost Good
55,Apple iPhone 12 (128GB) - White,5,ফাটা ফাটি ফোন।
56,Apple iPhone 12 (128GB) - White,4,The media could not be loaded.
57,Apple iPhone 12 (128GB) - White,5,iPhone 12 128gb more than enough for long term aspect great display speaker etc and yes not for gaming battery point of view but overall beast phone look 10/10 saved few bucks to buy AirPods Pro instead of iPhone 13
58,Apple iPhone 12 (128GB) - White,3,IPhone is a brainwashed crazy item. Android is advanced in features and user friendliness. My experience after using from weeks.
59,Apple iPhone 12 (128GB) - White,5,Amazing phone must buy
60,Apple iPhone 12 (128GB) - White,4,"this is my first IOS device, even though it is a 60hz display it is very smooth its feel like a 90hz, camera is decent portrait mode is not good as expected, gaming performance is very good and no lags and framedrops, but the only issue i faced is battery life, even you are a normal user you will get screen time of 5 hr 30 min, but im a heavy user i need to charge it twice in a day, stereo speakers are also nice. my overall rating is 3.5/5"
61,Apple iPhone 12 (128GB) - White,5,iphone 12 ek behtaeen smart phone hai mai ek bgmi player hu to lagatar ye 3 hours  ka battery backup  deti hai or toda heat jada hota hai but utni he jaldi cooldown bhi hota hai or camera to phle ke  ios 13 se batter  hai low light camera  aacha kaam karta hai or 5g bhi hai sath he sath aap ko etna pyara display  dekhne ko milta hai amazon prime kya mast chalta hai essme sound quality  awesome  hai
62,Apple iPhone 12 (128GB) - White,5,Superb qulity camra
63,Apple iPhone 12 (128GB) - White,5,One should use it . It is a good phone with all features taken care of
64,Apple iPhone 12 (128GB) - White,5,I do not think that iPhone requires any review. This is awesome product which always gets 5 stars
65,Apple iPhone 12 (128GB) - White,5,Light weight handy smoothness fully swaad phone
66,Apple iPhone 12 (128GB) - White,4,Very good. Easy user interface. Good screen. Screen notch design is outdated. No finger scanner for unlocking. Battery life needs improvement. Only 60 hz screen refresh rate. No charger inside box. Carrier Aggregation 4g+ not visible.Price is on higher side. Bluetooth transfer is major issue.
67,Apple iPhone 12 (128GB) - White,5,"Thanks to Amazon n the seller for early delivery. I have used this phone from the last 10 days n it’s absolutely stunning, beautiful n the beast..Camera is awesome n the night mode is fabulous. I have upgraded from iPhone 6s. No other phone in the current market can outdo it. Though it’s expensive but you won’t regret to buy if u can afford.I have seen a lot of other negative comments n they r android users. I will be using this ph for another 5 to 6 years."
68,Apple iPhone 12 (128GB) - White,5,I have got the iPhone 12 for price 75900 the 128GB variantPros: Battery life is great and Lasts for a 1.5 daysPhone is super Fast with awesome features are Good and Phone doesn't Lag.Cons: Camera Software need to improve through Software upgrades from IOS.Finger print Sensor not available.Finally Worth Buying and using it. Wait for the price drop and buy it.
69,Apple iPhone 12 (128GB) - White,4,The media could not be loaded.                  Nice phone 📱 and best camera quality 🤩Best phone battery life best 🤩 🔥 🔥 🔥 🔥 🔥 🔥
70,Apple iPhone 12 (128GB) - White,5,The media could not be loaded.
71,Apple iPhone 12 (128GB) - White,5,The phone is overall good most people say this phones battery mah is so low and it will not last that long but it is not true my use age would be around 9 hrs approx with the phone but then too it lasts with a single charge the performance is also good and it’s overall go u can go for it
72,Apple iPhone 12 (128GB) - White,5,"Its bit expensive but Its worth buying.Directly moved from 15k android to this and I cannot complain. Experience is awesome and product is superb.Sound, Battery, display are all good. I have some issue with Camera..It shows too many details while taking selfie :)"
73,Apple iPhone 12 (128GB) - White,5,Good phone
74,Apple iPhone 12 (128GB) - White,4,"Do I need to tell anything else? World knows it. If it fits your budget, then there is nothing which is better."
75,Apple iPhone 12 (128GB) - White,5,Apple is Mango of phones
76,Apple iPhone 12 (128GB) - White,5,Love this phone.
77,Apple iPhone 12 (128GB) - White,4,Ummed se thoda kam hai
78,Apple iPhone 12 (128GB) - White,5,The media could not be loaded.                  One of best iPhones tills date ... First i phone of my life
79,Apple iPhone 12 (128GB) - White,5,I like it
80,Apple iPhone 12 (128GB) - White,5,Best Pick
81,Apple iPhone 12 (128GB) - White,5,"What a masterpiece this phone is! Coming from a flagship Android phone, this looked like a big leap. It’s totally next level. What a display, what an operating system, what a processor, what a camera! This is not only a phone but master of all. Wow. It’s an engineering marvel from Apple Inc."
82,Apple iPhone 12 (128GB) - White,5,-
83,Apple iPhone 12 (128GB) - White,1,face issue new box open yesterday please replaced my phone
84,Apple iPhone 12 (128GB) - White,1,"Battery very poor, don't purchase"
85,Apple iPhone 12 (128GB) - White,5,"You can get good phones for cheaper. You can also get phones with certain features that you don’t get here. But if you are looking for the most well rounded phone that ticks all the right boxes with sheer simplicity, this is for you."
86,Apple iPhone 12 (128GB) - White,5,The media could not be loaded.
87,Apple iPhone 12 (128GB) - White,5,"Good phone, but I still like Android."
88,Apple iPhone 12 (128GB) - White,5,"Battery life is good, lasts for 8-10 hours once fully chargedScreen quality is really great"
89,Apple iPhone 12 (128GB) - White,5,I like this phone this is my first iPhone and I am really happy about that this is my best choice that I can say
90,Apple iPhone 12 (128GB) - White,5,Great device. Amazing Cameras. Battery is good for a day. I don’t play games so I’m not sure about it.
91,Apple iPhone 12 (128GB) - White,5,Best smartphone ever in my life
92,Apple iPhone 12 (128GB) - White,5,"Impeccable phone from apple, upgraded from iPhone 7. Battery could have been a little longer though"
93,Apple iPhone 12 (128GB) - White,5,"Product is genuine, appario is best retailer.prime delvry ,received before due date.all packing etc is well."
94,Apple iPhone 12 (128GB) - White,5,Price is bit high
95,Apple iPhone 12 (128GB) - White,5,Just awesome !!
96,Apple iPhone 12 (128GB) - White,1,"Its a used iPhone, inside the sealed package dust there in the corners of the screen.Have few scratches in the corners.Not satisfied with seller or the service."
97,Apple iPhone 12 (128GB) - White,5,Simply Amazing 😍
98,Apple iPhone 12 (128GB) - White,5,Very attractive and slim mobile phone awesome camera and colour too can used it as long as you can Apple is the best
99,Apple iPhone 12 (128GB) - White,1,Heating issue. Lot is heat is getting discharged
100,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"Received this yesterday (04/03/2021). Prompt delivery by Amazon (as expected).Clarifications/issue points:1. It’s a plastic body and not aluminium.2. Hinges do not lift the lower part of the laptop.3. Fan noise is there and it tends to get a bit hot.4. There’s no special point on the edge of the lid to easily open it. You need to struggle a bit.5. Battery life is descent with normal everyday usage (apprx- 5-6 hours)6. Quality of adapter is not that good and the pin connector is not that good in terms of quality. You have to be cautious.7. Body is prone to scratches and if you buy silver colour, then they will be visible easily. So be cautious in that area as well.8. The packaging quality seemed to be very low. It was all dusty. I had to clean a lot. Laptop also got some dust on it’s body although it was packed well inside a plastic sheet.Pros:1. Configuration is best at this price level.2. Performance is excellent in terms of multi-media usage and online tasks.3. Data transfer from various storage devices is a very fast.4. It’s light weight as it’s a plastic build. But the plastic quality seems to be really sturdy.5. Sound quality is also good but not very good or excellent as boasted in the ads or online reviews.6. Display is average and gets the job done.7. Typing on the keyboard is really good and large keys give you a sense of good confidence.8. You get 476 GB of available SSD memory which I suppose is good enough. Good point- it’s expandable upto 1 TB.9. Microsoft integration is seamless and quick.Overall, at this price budget (INR-62990), it’s a really well thought product by HP.I’ll update this review after one month of usage."
101,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Different charger was sent in the box by Amazon and they were not ready to provide a replacement as I had open the laptop box.Later after several calls and struggle I was able to get the replacement and now, camera is not working for the laptop.Laptop's over-all performance is nice. Buy it from a HP showroom directly instead buying it from Amazon."
102,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"Amazing laptop.. I ordered this laptop on its released date i.e. 24th feb seeing it's wonderful configuration.. I must say the decision was right..Thank u HP for this superfast laptop. And after so much of research, I think in HP this is the only laptop with high configuration (11th gen, 16gb ram, 512 SSD, 14 inch screen, light weight, finger sensor & Alexa inbuilt) under this budget."
103,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"The media could not be loaded.                  Don't buy this lap  ... Don't be fool .I spent around 70,000 for the lap, when I open laptop it's screen off and on happening automatically.You can see the video above attached.I request to replacement for the laptop, but not yet got any update.. already completed 15 days."
104,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"As soon as I found 11gen Gen i5 at ~62K I got stuck at it & after reading some initial reviews placed an order. Got it at promised time. Here's my review after 3 days.Build & Looks are awesome. Very thin & sleek. Silver color adds to the classy looks. HP logo shining at the back further enhances it appearance. 1.4 Kg is not too light & noticeable. People complaining about placement of Power Key button beside delete button but believe me it'll hardly ever come your way. The plastic feels like metal. The screen doesn't lift keyboard. Typing is a pleasure.Performance is just awesome. Boots in seconds (5 - 6 sec) & same way it shuts down. Finger print unlock is superfast. Apps opens in no time. Gestures works perfectly. All thanks to 11th Gen i5, 16GB Ram & 512 NvMe SSD.Features: Comes with ""Office Home & Student 2019"" (didn't checked is it lifelong). Dropbox 25GB for 1 year also available. Comes with some HP apps & Express VPN as well. HP quick drop helps you transfer files from your phone easily. It has Type C charging point but not sure if it is delivery charging or receiving charging point. Keyboard is backlit with two setting (full & med bright).Display: Didn't checked in daylight but at home it is very bright. Watching videos in FHD IPS display is a pleasure.Camera is 720p Camera is OK. Pictures & Videos are grainy. I won't be using it much so I'm fine with that.Speakers is unbelievably very loud & clear. At 67 its was reaching all across my apartment. Speakers are on the two sides below keyboard.Only drawback I noticed was charging pin is too tight to push & pull out.I will be posting more updates on performance, battery etc & also my overall experience as I keep using more & more.Update after 2 weeks:After lot of research & by doing practical I found that this Laptop can be charged by a Type-C charger. Believe me this is an exclusive piece of information, not many people knows this. HP call center didn't knew this, HP Showroom people don't know this, even when I asked question here someone provided wrong answer. This is an important information they should have mentioned in product detail that this Laptop supports Type C charging. I'm using HP original 65 W Type C power adapter to charge it. Attaching a photo. I did some research myself & found its USB Type C port has Power Delivery (PD) which is bi-directional, so a device can either send or receive power. After reading this I ordered the Type C power adapter & it worked."
105,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,It's too strange to see a brand new HP  pavilion laptop got hung in the very second use. None of the keys working....can't even shut down......totally helpless....disappointment at its peak .....The packaging too was no way near the required....Frustration....disappointment....too bad experience.....
106,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,"I bought this a few days ago, and I am glad I decided to make this purchase. This laptop is probably the only laptop in its segment that boasts such a spec heavy configuration without breaking the bank. The HP pavilion is such a compelling buy and boy does it deliver a premium experience throughout.Having used a Pavilion 15 before, I gravitated towards the Pavilion series predominantly because of the typing experience and the speakers tuned by Bang and Olufsen! They sound mighty impressive for the price! It’s the same experience this time around. The audio is loud and crisp, and typing experience with 2 stage backlit chiclet keys is fantastic! They key travel and feedback is great. This probably is nitpicking, but the only gripe I have is the Power key is placed next to the Delete key. Although, accidentally pressing the power key won't turn off the device or put it to sleep. The 250 Nits IPS panel is crisp and bright for day to day indoor use. The viewing angles are great too with HDR playback support. Although, I would have loved atleast 300 nits plus panel given the price of the device. The chassis seems rigid and built to last! The top cover and the keyboard deck is metal, stays cool to touch as compared to the bottom cover which is plastic. The trackpad is quite large and supports windows gestures. The fingerprint reader is fast and accurate. The laptop remained silent during my entire sessions of document editing and reviewing. However, the fan kicked in during a windows update, and it was loud. The 43Wh cell helps this laptop with a good battery life. The 65-watt barrel pin charger helps in charging the device quickly, and the device can also be charged via PD enabled chargers via the Type-C port. One nifty addition is the HP Quickdrop. It lets users to transfer files back and forth with a companion mobile app. It’s a great addition for me as I can edit photos on Lightroom and quickly share them to my phone to be shared on social media! The i5 11 gen is a beast of a processor and it barely breaks a sweat during photo editing sessions. It can do some light title gaming with the Intel Iris Xe graphics.Some closing thoughts:The HP Pavilion with 16Gb RAM and 11th Gen Intel Core i5-1135G7 can be ideal machine for folks wanting a portable yet powerful machine without a hefty sticker price. It is like using a trimmed down version of HP ENVY without compromising on processing power. It has been a fantastic purchase so far!"
107,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"As soon as the warranty period got over, laptop got defected .I complaind to hp care then it came to notice that amazone has not mentioned s.no in the bill for rectification of this error amazone took approx 18 days to correct the bill and for replacement of defective item Amazon is still making fool that your case is under escalation team and continuously giving new target date but not  giving resolution. I am totally feeling mentally harrashed"
108,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,Laptop is good and Fast but the GHZ mentioned is not correct they say 4.2 ghz but what we receive is only 2.4 Ghz. I cannot put my earphone in this laptop since it is liitle bit small. earphone from jbl and working fine in mobile. overall laptop is good in this price range
109,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,Nice product. USB type C can be used for charging but didn't work with 30W Oneplus 7T charger. May be work with 65 watt smartphone charger. Backlight Keyboard has only 2 dimming light settings. Apart from these everything is excellent.
110,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,2,"If you are a College student or a professional who depends heavily on laptop for pretty much everyday then  this laptop is not for you. It hangs more often than it runs. Cannot install essential computer science software such as Eclipse or android studio because then this laptop just dies.I took this laptop thinking that it will have good performance based on its configuration.But if you are someone who wants to attend online classes or just browse, then you may go for this laptop."
111,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"The battery is gone in a month's time it was delivered on 5-Apr-201, hardware diagnosis says battery needs to be replaced. Have already faced issues where the keys just froze and had to contact support team."
112,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,5,11 Gen Laptop with 16GB RAM is a dream combination as of now. Good deal
113,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,4,"I just see one month trial version of microsoft 365, it doesn't show me option to setup ms office. can some one help me on this?"
114,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,"Good laptop with a decent hardware spec, was able try out some heavy graphics games and sever configuration. The disappointment was the promised MS word processing software with life long validity. Where the seller did not share the product key. This is a common scenario as many other buyers are also complaining. License software subscription is around INR 1200 per year, so please factor in that also in ur owner ship cost.Again this kind of behaviour from one of the reputed sellers on the platform is disappointing."
115,HP Pavilion 14 11th Gen Intel Core i5 16GB RAM,1,The media could not be loaded.                  Please exchange the product immediately. The monitor screen is not switching on. This is the 2nd time I switched it on and its not working. I just purchased it on 2nd September 2021.
